idConsulta,preguntas_similares,Posicion
78,"Cuales son las funciones del decano?
¿Cuáles son los deberes del decano?
¿Qué responsabilidades tiene el decano en la facultad?
¿Cuál es el papel del decano dentro de la institución universitaria?
¿Qué tareas realiza el decano para apoyar a los estudiantes?
¿Cuáles son las funciones administrativas del decano?
¿Qué rol juega el decano en la toma de decisiones académicas?
¿Cuál es la autoridad del decano dentro de la facultad universitaria?
¿Qué papel tiene el decano en la implementación de políticas y procedimientos?",4
79,"Que categorias de estudiantes reconoce la facultad?
Qué tipos de alumnos admite la institución académica?
¿Cuáles son los grupos de estudiantes que la facultad tiene en cuenta?
¿Qué clases de estudiantes están registrados en la universidad?
¿Qué categorías de alumnado reconoce el centro universitario?
¿Qué tipo de estudiantes tiene derecho a asistir a las clases?
¿Qué grupos de estudiantes están incluidos en los planes académicos?
¿Qué tipos de alumnos tienen acceso a los servicios educativos?
¿Qué categorías de estudiantes son elegibles para la beca universitaria?
¿Qué clase de estudiantes está sujeto al reglamento estudiantil?",3
80,"Cuales son las formas de realizar la docencia?
¿Qué métodos se utilizan para impartir conocimiento en la facultad?
¿Cómo se lleva a cabo el proceso educativo en la universidad?
¿Qué estrategias didácticas se emplean en la enseñanza?
¿Cuáles son los métodos pedagógicos utilizados por los profesores?
¿Cómo se desarrolla la instrucción en las aulas de clase?
¿Qué formas de capacitación se ofrecen a los docentes?
¿Cómo se implementan las técnicas de enseñanza-aprendizaje en la facultad?
¿Qué métodos de educación se utilizan para alcanzar los objetivos académicos?
¿Cuáles son las formas de impartir conocimiento que se consideran efectivas?",-1
81,"De que consta la docencia regular?
Qué elementos componen la enseñanza regular?
Cuál es la estructura de la educación regular?
En qué se basa la instrucción regular?
De qué manera se organiza la capacitación regular?
Qué características tiene la formación regular?
Cómo está diseñada la educación académica regular?
Qué aspectos incluye la enseñanza universitaria regular?
Cuál es el contenido de la educación superior regular?
En qué consiste la instrucción pedagógica regular?",1
82,"De que consta la docencia libre?
Qué elementos componen la enseñanza libre?
Cuál es la estructura de la educación libre?
En qué consiste el plan de estudios libre?
Cómo se organiza la instrucción libre?
Qué características tiene la capacitación libre?
En qué se basa la formación libre?
De qué manera se desarrolla la educación superior libre?
Qué elementos son fundamentales en la enseñanza universitaria libre?",1
83,"De que manera se fomenta el desarrollo de la investigacion?
Cómo se promueve el avance en los estudios científicos?
¿Qué estrategias se utilizan para estimular la investigación académica?
Cómo se apoya el crecimiento de las investigaciones universitarias?
¿Qué medidas se toman para fomentar la innovación en la institución?
De qué manera se incentiva la producción de conocimiento en la facultad?
Cómo se facilita el acceso a recursos para proyectos de investigación?
¿Qué políticas se implementan para apoyar la colaboración entre investigadores?
Cómo se alienta la participación de estudiantes en proyectos de investigación?
De que manera se fomenta la aplicación práctica de los resultados de investigación?",1
84,"Cual es el fondo universitario?
¿Cuál es la cuenta estudiantil?
¿Qué es el presupuesto institucional?
¿Cómo se gestiona el patrimonio universitario?
¿Cuál es la reserva financiera de la facultad?
¿Qué es el capital de la universidad?
¿Cómo se maneja el tesoro universitario?
¿Cuál es el fondo de emergencia de la institución?
¿Qué es el patrimonio neto de la facultad?",1
85,"Que cargos son incompatibles?
Qué funciones son incompatibles?
¿Cuáles son los puestos que no se pueden ocupar simultáneamente?
¿Qué oficios son excluyentes?
¿Cuáles son las posiciones que no se pueden desempeñar al mismo tiempo?
¿Qué cargos universitarios son incompatibles con otros?
¿Qué funciones académicas son incompatibles con otras responsabilidades?
¿Cuáles son los puestos administrativos que no se pueden ocupar simultáneamente?
¿Qué oficios de la facultad son excluyentes con otros roles?",1
86,"Cuales son las medidas ante la ausencia de un docente?
¿Qué acciones se toman en caso de ausencia de un profesor titular?
¿Cómo se aborda la situación cuando un instructor no asiste a clase?
¿Qué procedimientos se siguen para reemplazar a un maestro ausente?
¿Cuáles son las medidas disciplinarias ante la falta de un docente?
¿Qué protocolos se establecen en caso de ausencia de un profesor adjunto?
¿Cómo se maneja la situación cuando un instructor no cumple con sus responsabilidades?
¿Qué acciones se toman para reemplazar a un maestro que ha fallecido o está incapacitado?
¿Cuáles son las medidas administrativas ante la falta de un docente titular?
¿Qué protocolos se establecen en caso de ausencia de un profesor visitante?",3
87,"Cual es el objetivo de la tesis de cada alumno?
¿Cuál es el propósito de la investigación doctoral para cada estudiante?
¿Qué es lo que se busca lograr con la elaboración del trabajo final en cada programa académico?
¿A qué se enfoca la presentación de resultados de cada investigador universitario?
¿Qué es lo principal que se pretende demostrar con cada proyecto de investigación?
¿Cuál es el objetivo central de la defensa de tesis para cada graduado?
¿Qué es lo que se busca lograr con la evaluación del trabajo final en cada carrera?
¿A qué se refiere la presentación de conclusiones finales en cada investigación universitaria?
¿Qué es lo principal que se pretende demostrar con cada estudio de caso en una facultad?
¿Cuál es el objetivo fundamental de la elaboración de un informe de investigación en cada programa académico?",-1
88,"Que es la tesis del estudiante?
¿Qué documento académico es la tesis del estudiante?
¿Cuál es el propósito principal de la tesis del estudiante?
¿En qué consiste exactamente la tesis del estudiante?
¿Qué tipo de investigación se realiza en la tesis del estudiante?
¿Cómo se estructura y organiza la tesis del estudiante?
¿Qué papel juega la tesis del estudiante en el proceso de graduación?
¿Cuáles son los requisitos mínimos para presentar una tesis del estudiante?
¿Qué es lo que se espera de un estudiante al presentar su tesis?
¿Cómo se evalúa y juzga la calidad de la tesis del estudiante?",1
89,"Cual es el plazo para la presentacion de la tesis?
¿Cuál es el límite temporal para la entrega del trabajo final de investigación?
¿En qué fecha debe ser entregada la memoria de investigación?
¿Qué es el plazo máximo para la presentación de la disertación?
¿Cuándo es la fecha límite para la entrega de la tesis doctoral?
¿Qué es el plazo establecido para la presentación del trabajo de fin de carrera?
¿En qué momento debe ser entregada la investigación final?
¿Cuál es el plazo máximo para la presentación de la memoria de grado?
¿Qué es el límite temporal para la entrega del proyecto de investigación?
¿Cuándo es la fecha límite para la presentación del trabajo de investigación?",2
90,"Qué obligaciones tienen los padres o tutores de los alumnos ?
Qué responsabilidades asumen los progenitores o encargados de los estudiantes ?
Qué deberes cumplen los padres o representantes legales de los alumnos ?
Qué compromisos tienen los tutores o custodios de los estudiantes ?
Qué obligaciones asume el padre o la madre de familia de los alumnos ?
Qué responsabilidades tiene el tutor o responsable legal de los estudiantes ?
Qué deberes cumplirán los progenitores o encargados de los estudiantes ?
Qué obligaciones tendrán los padres o tutores legales de los alumnos ?
Qué compromisos asumirá el padre o la madre de familia en relación con los estudiantes ?",1
91,"Que derechos tienen los padres o tutores de los alumnos ?
¿Qué prerrogativas tienen los progenitores o encargados de los estudiantes?
¿Cuáles son los derechos que ostentan los padres o representantes legales de los alumnos?
¿Qué facultades tienen los padres o tutores de los estudiantes?
¿Qué obligaciones y derechos tienen los padres o responsables de los alumnos?
¿Qué deberes y prerrogativas tienen los progenitores o encargados de los estudiantes?
¿Cuáles son los derechos que asisten a los padres o representantes legales de los estudiantes?
¿Qué facultades tiene el padre o tutor del alumno en la universidad?
¿Qué obligaciones y derechos tiene el padre o responsable del estudiante?",2
92,"Que deberes tienen los trabajadores de la educación?
¿Qué responsabilidades tienen los docentes en la institución académica?
¿Cuáles son los deberes del personal administrativo dentro de la universidad?
¿Qué obligaciones tiene el personal de apoyo en la gestión diaria de la facultad?
¿Qué funciones cumplen los profesores en el desarrollo curricular?
¿Qué tareas tienen los empleados de mantenimiento para garantizar las instalaciones?
¿Cuáles son las responsabilidades del personal de servicios generales dentro de la universidad?
¿Qué deberes tiene el personal de investigación en la promoción del conocimiento?
¿Qué obligaciones tiene el personal de apoyo en la gestión financiera de la institución?",9
93,"Cuales son los objetivos de la educación especial?
¿Cuáles son los fines de la educación inclusiva?
¿Qué propósitos tiene el programa de educación especializada?
¿Cuál es el objetivo principal del servicio educativo para estudiantes con necesidades especiales?
¿Qué se busca lograr con la educación adaptada?
¿Cuáles son las metas de la enseñanza individualizada?
¿Qué objetivos tiene la educación inclusiva en nuestra institución universitaria?
¿Cuál es el propósito del programa de apoyo educativo para estudiantes con discapacidad?
¿Qué se pretende lograr con la educación especializada en nuestro campus?",1
94,"Cuales son las funciones de las universidades?
¿Cuáles son los cometidos de las instituciones educativas?
¿Qué tareas cumplen las casas de estudios?
¿Cuál es el propósito de las escuelas superiores?
¿Qué objetivos tienen las facultades?
¿Cuáles son las responsabilidades de las universidades?
¿Qué labores realizan los centros académicos?
¿Cuáles son las misiones de las instituciones de educación superior?
¿Qué deberes tiene la comunidad universitaria?
¿Cuál es el papel de las escuelas de postgrado?",-1
95,"Cuales son los objetivos de la educación de adultos?
¿Cuáles son los fines de la capacitación para adultos?
¿Qué propósitos tiene el programa de educación continua?
¿Cuál es el objetivo principal del aprendizaje a lo largo de la vida?
¿Qué se busca lograr con la formación profesional?
¿Cuáles son las metas de la educación superior para adultos?
¿Qué objetivos tiene la capacitación en competencias laborales?
¿Cuáles son los propósitos de la educación integral para adultos?
¿Qué se pretende lograr con el programa de educación permanente?",1
96,"Que tiene la formación docente como objetivos?
Qué propósitos tiene la capacitación pedagógica?
Qué metas tiene el desarrollo profesional del profesorado?
Qué fines tiene la preparación académica de los docentes?
Qué objetivos tiene la educación continua para maestros?
Qué resultados espera la formación en enseñanza para profesores?
Qué propósitos tiene la capacitación pedagógica para docentes?
Qué metas tiene el desarrollo profesional del personal académico?
Qué fines tiene la preparación de los profesionales de la educación?
Qué objetivos tiene la capacitación continua para maestros.",3
97,"Cuales son los derechos de los educandos?
¿Qué beneficios tienen los estudiantes en la institución académica?
¿Cuáles son los privilegios de los alumnos dentro del campus universitario?
¿Qué garantías tiene un estudiante en su proceso de aprendizaje?
¿Qué protecciones tiene un alumno en el contexto de sus estudios?
¿Qué derechos tiene un educando en la facultad universitaria?
¿Cuáles son las prerrogativas de los estudiantes dentro del sistema académico?
¿Qué garantías tiene un estudiante en su relación con la institución educativa?
¿Qué protecciones tiene un alumno en el ámbito de sus estudios universitarios?",7
98,"Que se verifica en la evaluación  de la calidad en el sistema educativo?
¿Qué aspectos se evalúan para garantizar la calidad del sistema educativo?
¿Cuáles son los indicadores que se utilizan para medir la eficacia del sistema educativo?
¿Qué procedimientos se siguen para asegurar la calidad de la enseñanza y el aprendizaje en la universidad?
¿Cómo se verifica la calidad de la investigación y el desarrollo académico en la institución?
¿Qué estándares se utilizan para evaluar la calidad del currículo y los programas educativos?
¿Cuáles son las medidas que se toman para mejorar la calidad de la educación en la universidad?
¿Cómo se garantiza la calidad de la formación integral de los estudiantes en la institución?
¿Qué aspectos se consideran para evaluar la calidad del servicio académico y administrativo en la universidad?
¿Cuáles son las acciones que se llevan a cabo para mejorar la calidad del sistema educativo en general?",1
99,"Qué tiene como objetivos la educación de posgrado?
Qué establece como metas la capacitación avanzada?
Qué define como propósitos la formación superior?
Qué especifica como fines la instrucción especializada?
Qué contempla como objetivos la enseñanza de alto nivel?
Qué determina como metas la educación de grado superior?
Qué tiene como propósitos la capacitación académica?
Qué establece como objetivos la formación profesional avanzada?
Qué define como fines la educación universitaria especializada?",-1
100,"Cuales son los deberes de los trabajadores de la educación?
¿Cuáles son las responsabilidades de los docentes en la institución académica?
¿Qué obligaciones tienen los profesores universitarios dentro del marco reglamentario?
¿A qué se comprometen los empleados de la educación al trabajar en una facultad?
¿Cuál es el papel de los educadores dentro de la estructura administrativa de la universidad?
¿Qué deberes asumen los funcionarios académicos en su función laboral?
¿Cómo se define el rol de los profesionales de la educación dentro del contexto institucional?
¿Qué obligaciones tienen los empleados de la facultad en relación con la impartición de cursos?
¿Cuáles son las responsabilidades de los miembros del personal académico en su función docente y administrativa?
¿A qué se comprometen los trabajadores de la educación dentro del marco reglamentario universitario?",8
101,"Qué verificará la evaluación de la calidad en el sistema educativo
¿Qué aspectos se analizarán durante la evaluación del desempeño académico?
¿Cuál es el propósito principal de la revisión de los estándares educativos?
¿Qué elementos se considerarán para determinar la eficacia de las políticas universitarias?
¿Cómo se evaluará la efectividad de los programas de estudio en la institución?
¿Qué indicadores se utilizarán para medir el rendimiento académico de los estudiantes?
¿Cuál es el objetivo principal de la evaluación del sistema de admisión y selección de estudiantes?
¿Qué aspectos se revisarán durante la auditoría de las políticas de investigación y desarrollo?
¿Cómo se determinará la calidad de la enseñanza en la institución universitaria?
¿Qué elementos se analizarán para evaluar el desempeño del personal académico?",2
102,"Qué deberá hacer el El Poder Ejecutivo nacional, a través del ministerio específico?
Qué deberá realizar el gobierno central, a través del departamento correspondiente?
Qué acciones debe emprender la administración pública, a través de su oficina principal?
Qué medidas deberá tomar el Estado, a través de su secretaría respectiva?
Qué instrucciones recibirá el poder gubernamental, a través de su ministerio específico?
Qué procedimientos deberá seguir el gobierno nacional, a través de su departamento central?
Qué decisiones debe adoptar la administración pública, a través de su oficina superior?
Qué resoluciones deberá emitir el Estado, a través de su secretaría general?
Qué directrices recibirá el poder ejecutivo, a través de su ministerio principal?",3
103,"Cuál es la misión del Consejo Federal de Cultura y Educación?
¿Qué objetivo tiene el Consejo Federal de Cultura y Educación en materia educativa?
¿Cuáles son los fines principales del Consejo Federal de Cultura y Educación dentro del ámbito universitario?
¿Qué papel juega el Consejo Federal de Cultura y Educación en la formulación de políticas educativas?
¿Qué es lo que guía las acciones del Consejo Federal de Cultura y Educación en materia de educación superior?
¿Cuál es el propósito fundamental del Consejo Federal de Cultura y Educación dentro del contexto universitario?
¿Qué se espera lograr con la intervención del Consejo Federal de Cultura y Educación en la educación universitaria?
¿Cómo contribuye el Consejo Federal de Cultura y Educación al desarrollo de políticas educativas en las universidades?
¿Qué es lo que motiva a las acciones del Consejo Federal de Cultura y Educación dentro del ámbito de la educación superior?
¿Cuál es la visión principal del Consejo Federal de Cultura y Educación para el futuro de la educación universitaria?",8
104,"Cuáles son las funciones del Consejo Federal de Cultura y Educación?
¿Qué cometidos tiene el Consejo Federal de Cultura y Educación?
¿Cuál es la responsabilidades del Consejo Federal de Cultura y Educación?
¿Qué papel juega el Consejo Federal de Cultura y Educación en la universidad?
¿Qué tareas realiza el Consejo Federal de Cultura y Educación?
¿Qué funciones tiene el Comité Académico de Cultura y Educación?
¿Cuáles son las responsabilidades del Comité Académico de Cultura y Educación?
¿Qué cometidos tiene el Comité Universitario de Cultura y Educación?
¿Qué papel juega el Comité Universitario de Cultura y Educación en la universidad?
¿Qué tareas realiza el Comité Universitario de Cultura y Educación?",2
105,"Cuáles son los organos que se compone el Consejo Federal de Cultura y Educación?
¿Qué instituciones forman parte del Consejo Federal de Cultura y Educación?
¿Cuál es la composición orgánica del Consejo Federal de Cultura y Educación?
¿Qué órganos integran el Consejo Federal de Cultura y Educación?
¿Quiénes son los miembros que componen el Consejo Federal de Cultura y Educación?
¿Qué estructuras forman parte del Consejo Federal de Cultura y Educación?
¿Cuáles son las entidades que conforman el Consejo Federal de Cultura y Educación?
¿Qué autoridades integran el Consejo Federal de Cultura y Educación?
¿Quiénes componen la estructura orgánica del Consejo Federal de Cultura y Educación?
¿Qué instituciones forman parte de la composición del Consejo Federal de Cultura y Educación?",3
106,"De que dos Consejos Consultivos recibirá apoyo el Consejo Federal de Cultura y Educación?
A qué dos Asesorías Recibirá asistencia el Consejo Nacional de Educación Superior?
¿A cuál de los dos Comités Asesores proporcionará respaldo el Directorio Universitario de Investigaciones?
De qué dos Juntas Consultivas recibirá apoyo el Instituto de Políticas Educativas Nacionales?
A qué dos Grupos Consultivos brindará asistencia el Consejo Superior de Educación y Cultura?
¿A cuál de los dos Comités Asesor proporcionará respaldo la Facultad de Ciencias Sociales?
De que dos Mesas de Trabajo recibirá apoyo el Departamento de Políticas Educativas Municipales?
A qué dos Grupos Consultivos brindará asistencia el Instituto de Investigaciones en Educación Superior?
¿A cuál de los dos Consejos Asesores proporcionará respaldo la Universidad de Ciencias Aplicadas?",1
107,"Qué atribuciones tienen las autoridades componententes de las provincias y de la municipalidad de la Ciudad de Buenos Aires?
Qué competencias tienen las autoridades locales de las provincias y del municipio de la Ciudad Autónoma de Buenos Aires?
Qué facultades tienen los organismos públicos de las provincias y del distrito de la Ciudad Autónoma de Buenos Aires?
Qué responsabilidades tienen las entidades locales de las provincias y del gobierno municipal de la Ciudad Autónoma de Buenos Aires?
Qué poderes tienen las autoridades administrativas de las provincias y del municipio de la Ciudad Autónoma de Buenos Aires?
Qué obligaciones tienen los organismos públicos de las provincias y del distrito de la Ciudad Autónoma de Buenos Aires?
Qué deberes tienen las entidades locales de las provincias y del gobierno municipal de la Ciudad Autónoma de Buenos Aires?
Qué atribuciones tienen las autoridades locales de las provincias y del municipio de la Ciudad Autónoma de Buenos Aires?
Qué competencias tienen los organismos públicos de las provincias y del distrito de la Ciudad Autónoma de Buenos Aires?",2
108,"Con que finalidad financia el Poder Ejecutivo nacional los programas especiales de desarrollo educativo? 
¿A qué propósito destina el Poder Ejecutivo nacional los fondos para los programas de desarrollo académico?
¿Cuál es la razón por la cual el Poder Ejecutivo nacional financia los programas de capacitación profesional?
¿Con qué objetivo asigna el Poder Ejecutivo nacional recursos a los programas de investigación científica?
¿A qué finalidad se dirigen los fondos del Poder Ejecutivo nacional para los programas de desarrollo institucional?
¿Qué propósito tiene la financiación del Poder Ejecutivo nacional para los programas de educación continua?
¿Cuál es el objetivo principal de la asignación de recursos por parte del Poder Ejecutivo nacional a los programas de formación docente?
¿A qué propósito se destinan los fondos públicos del Poder Ejecutivo nacional para los programas de desarrollo tecnológico?
¿Con qué finalidad financia el Poder Ejecutivo nacional los programas de cooperación internacional en educación?
¿Qué objetivo tiene la asignación de recursos por parte del Poder Ejecutivo nacional a los programas de apoyo a estudiantes necesitados?",1
109,"Que acordaron El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué acuerdo alcanzaron El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué convenio firmaron El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué resolución adoptó El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué protocolo acordaron El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué acuerdo ministerial firmó El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué resolución gubernamental adoptó El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué convenio interinstitucional firmaron El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?
Qué acuerdo administrativo alcanzó El Ministerio de Cultura y Educación y las autoridades educativas de las provincias y de la Municipalidad de la Ciudad de Buenos Aires con el seno del Consejo Federal de Cultura y Educación?",4
110,"El presupuesto de la administración pública nacional 1993 sera inferior a cual presupuesto?
El presupuesto del gobierno central 1993 sera inferior al presupuesto?
El presupuesto estatal 1993 sera inferior al presupuesto?
El presupuesto federal 1993 sera inferior al presupuesto?
El presupuesto general 1993 sera inferior al presupuesto?
El presupuesto nacional 1993 sera inferior al presupuesto?
El presupuesto público 1993 sera inferior al presupuesto?
El presupuesto del gobierno 1993 sera inferior al presupuesto?
El presupuesto de la administración central 1993 sera inferior al presupuesto?",1
111,"Las disposiciones de esta ley son aplicables a todos los niveles y regímenes especiales educativos con excepción cuales artículos?
Las disposiciones de esta normativa son aplicables a todos los grados y sistemas educativos especializados con excepción de cuáles estatutos?
Las disposiciones de esta regulación son aplicables a todos los niveles y modalidades educativas especiales con excepción de qué preceptos?
Las disposiciones de esta ley son aplicables a todos los grados y regímenes académicos especializados con excepción de cuáles artículos?
Las disposiciones de esta normativa son aplicables a todos los niveles y sistemas educativos con excepción de qué estatutos?
Las disposiciones de esta regulación son aplicables a todos los grados y modalidades educativas especiales con excepción de cuáles preceptos?
Las disposiciones de esta ley son aplicables a todos los niveles y regímenes académicos especializados con excepción de qué artículos?
Las disposiciones de esta normativa son aplicables a todos los grados y sistemas educativos con excepción de cuáles estatutos?
Las disposiciones de esta regulación son aplicables a todos los niveles y modalidades educativas especiales con excepción de qué preceptos?",3
112,"Que derechos tienen los padres o tutores de los alumnos/as?
¿Qué prerrogativas tienen los progenitores o encargados de los estudiantes?
¿Cuáles son los deberes y responsabilidades de los padres o tutores de los alumnos?
¿Qué obligaciones tienen los padres o tutores en relación con la educación de sus hijos?
¿Qué derechos tienen los representantes legales de los estudiantes?
¿Qué facultades tiene el padre o tutor para intervenir en asuntos académicos?
¿Cuáles son las responsabilidades del padre o tutor en caso de problemas escolares?
¿Qué deberes y obligaciones tienen los padres o tutores en relación con la seguridad y bienestar de sus hijos en la universidad?
¿Qué derechos tiene el representante legal de un estudiante en caso de conflicto con la institución educativa?",1
113,"Que obligaciones tienen los padres o tutores de los alumnos/as?
¿Qué responsabilidades asumen los progenitores o encargados legales de los estudiantes?
¿Cuáles son las obligaciones que recaen sobre los padres o representantes legales de los alumnos?
¿Qué deberes cumplirán los padres o tutores de los estudiantes en la universidad?
¿Qué obligaciones tienen los progenitores o encargados de los estudiantes en el contexto académico?
¿Cuáles son las responsabilidades que asumen los padres o representantes legales de los alumnos/as?
¿Qué deberes cumplirán los padres o tutores de los estudiantes en la institución universitaria?
¿Qué obligaciones tienen los progenitores o encargados de los estudiantes en el ámbito educativo?
¿Cuáles son las responsabilidades que asumen los padres o representantes legales de los alumnos en la universidad?",1
114,"Cuales derechos de todos los trabajadores/as de la educación del ámbito estatal y privado se resguardarán?
Cuales garantías legales protegerán a los docentes, personal administrativo y otros empleados de la educación pública y privada en el marco universitario?
Qué beneficios laborales serán preservados para todos los trabajadores/as del ámbito estatal y privado dentro de la institución académica?
Cuales protecciones legales cubrirán a los profesores, personal administrativo y otros empleados educativos en el contexto de la universidad?
Qué derechos sindicales serán resguardados para todos los trabajadores/as del ámbito estatal y privado dentro de la comunidad universitaria?
Cuales beneficios sociales protegerán a los docentes, personal administrativo y otros empleados de la educación pública y privada en el marco institucional?
Qué derechos laborales serán preservados para todos los trabajadores/as del ámbito estatal y privado dentro de la estructura académica?
Cuales protecciones sindicales cubrirán a los profesores, personal administrativo y otros empleados educativos en el contexto universitario?
Qué garantías legales protegerán a los docentes, personal administrativo y otros empleados de la educación pública y privada dentro del marco institucional?",1
115,"Cuales son los deberes de los trabajadores de la educación?
¿Cuáles son las responsabilidades de los docentes en la institución universitaria?
¿Qué obligaciones tienen los profesores dentro del marco académico de la facultad?
¿A qué se comprometen los empleados de la educación al trabajar en la universidad?
¿Cuál es el rol de los educadores dentro del sistema administrativo de la institución?
¿Qué deberes tiene un trabajador de la educación en su función laboral diaria?
¿Cómo contribuyen los profesores a la misión y visión de la facultad universitaria?
¿Qué obligaciones tienen los empleados académicos en relación con el currículo y planes de estudio?
¿Cuáles son las responsabilidades de un trabajador de la educación en términos de apoyo estudiantil?",7
116,"Que deberán garantizar el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberá asegurar el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberán cumplir en cuanto a garantías el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberá proporcionar el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberán garantizar en materia educativa el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberá asegurar en términos administrativos el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberán garantizar en cuanto a políticas educativas el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberá cumplir en términos de responsabilidades el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?
Qué deberán garantizar en materia de recursos educativos el Ministerio de Cultura y Educación de la Nación, las provincias y la Municipalidad de la Ciudad de Buenos Aires?",1
117,"Cuales son las funciones del Responsible?
¿Qué responsabilidades tiene el Responsable en la facultad universitaria?
¿Cuáles son las tareas asignadas al Responsable dentro del reglamento de la universidad?
¿Qué papel juega el Responsable en la implementación de políticas y procedimientos universitarios?
¿Qué funciones específicas cumple el Responsable en relación con la gestión académica?
¿Cuáles son las responsabilidades administrativas del Responsable dentro del contexto universitario?
¿Qué medidas toma el Responsable para garantizar la implementación de políticas y procedimientos?
¿Cómo se relaciona el Responsable con otros departamentos o áreas dentro de la facultad universitaria?
¿Cuáles son las expectativas y responsabilidades del Responsable en relación con la comunicación interna?
¿Qué papel juega el Responsable en la resolución de conflictos o problemas dentro de la facultad universitaria?",2
118,"Que confeccionará para cada carrera de cada sede y/o subsede el Departamento Personal de la Facultad?
Qué documentos preparará para cada programa académico en cada campus y/o sucursal el Área de Recursos Humanos de la Facultad?
Qué planificación realizará para cada especialidad en cada ubicación y/o filial el Equipo de Gestión de Personal de la Facultad?
Qué informes elaborará para cada disciplina en cada sede y/o delegación el Departamento de Recursos Humanos de la Facultad?
Qué planes desarrollará para cada campo de estudio en cada campus y/o sucursal el Área de Desarrollo de Carreras de la Facultad?
Qué listados preparará para cada área de conocimiento en cada ubicación y/o filial el Departamento de Gestión Académica de la Facultad?
Qué programas diseñará para cada especialidad en cada sede y/o delegación el Área de Desarrollo Curricular de la Facultad?
Qué perfiles establecerá para cada carrera en cada campus y/o sucursal el Equipo de Planificación Educativa de la Facultad?
Qué planes de acción desarrollará para cada disciplina en cada ubicación y/o filial el Departamento de Evaluación y Acreditación de la Facultad?
Qué procedimientos definirá para cada campo de estudio en cada sede y/o delegación el Área de Calidad Académica de la Facultad?",-1
119,"Cómo será la emisión del voto?
Cómo se emitirá el voto?
Cómo funcionará la votación?
Cómo se llevará a cabo la elección?
Cómo se realizará la votación?
Cómo se procederá con la emisión de votos?
Cómo se administrarán los votos?
Cómo se gestionará la votación?
Cómo se conducirá el proceso electoral?
Cómo se implementará el sistema de voto?",-1
120,"Durante cuantos días sera la emisión de votos?
Durante cuántas jornadas será la emisión de sufragios?
Durante cuánto tiempo estará disponible el proceso de votación?
Cuántos días durará la emisión de voto en nuestra institución?
Durante cuánta semana se realizará la emisión de votaciones?
Durante cuántas semanas estará abierto el proceso de sufragio?
Durante cuánto período será posible emitir su voto?
Durante cuántos días podrá participar en el proceso electoral?
Cuántos días tendremos para emitir nuestro voto?",3
121,"Que deberá presentar para la emisión del voto el sufragante?
¿Qué documento debe aportar el votante para emitir su voto?
¿Cuál es el requisito que debe cumplir el elector para obtener su voto emitido?
¿Qué información debe proporcionar el ciudadano universitario para sufragar?
¿Qué deberá presentar el votante para la emisión de su voto?
¿Qué documento o prueba debe aportar el sufragante para su voto ser contabilizado?
¿Qué requisito administrativo debe cumplir el elector para emitir su voto?
¿Qué información o documentación debe proporcionar el ciudadano universitario para votar?
¿Qué deberá presentar el votante para que su voto sea válido?",1
