idConsulta,preguntas_similares,Posicion
160,"Cual es el Planeamiento de la Cátedra?
¿Cuál es el Plan Docente de la Sección Académica?
¿Qué Estrategia Curricular tiene la Sala de Clases?",6
161,"En que consiste la Presentación irregular y tardía?
¿Cuál es el significado de la Inscripción no programada y retrasada?
¿Qué implica la Matrícula anormal y atrasada?",1
162,"Qué sucede transcurridos 3 meses el cierre de la inscripción?
Qué ocurre después de tres meses del vencimiento del plazo de matrícula?
Qué consecuencias tiene el cumplimiento del plazo de registro después de tres meses.",1
163,"De que se trata el Apoderado?
¿Qué función cumple el Representante Legal en la institución universitaria?
¿En qué consiste el papel del Tutor Académico?",1
164,"De que se trata las Inscripciones Múltiples?
Matrículas Duplicadas
Inscripciones Reiteradas",1
165,"Cuando es el cierre de inscripción?
¿Cuándo termina la fecha límite para registrar?
¿A qué hora se cierra la matrícula?",1
166,"De que se trata la Exhibición de la nómina de aspirantes?
La publicación de la lista de candidatos a qué se refiere?
La presentación del registro de solicitantes ¿de qué se trata?",1
167,"De que se trata la Impugnación de los aspirantes?
Revisión de los candidatos
Reclamación de los postulantes",1
168,"Qué suspenderá la interposición de la impugnación?
¿Qué provocará la presentación de una reclamación?
¿Qué causará que se haga valer un recurso?",1
169,"Como sera la designacion del jurado?
Cómo se seleccionara el tribunal de juicio?
Cómo será la composición del panel de examinadores?",1
170,"Cuál es la composición del jurado?
¿Qué miembros integran el tribunal?
¿Quiénes forman parte del panel?",-1
171,"Qué condiciones deberán reunir los integrantes del jurado?
Miembros del panel de jueces
Comisionados del tribunal",1
172,"Que se debera notificar luego de ser designados los Jurados?
¿Qué comunicación es necesaria después de la selección de los miembros del tribunal?
¿A qué información deben ser informados los miembros del jurado tras su designación?",1
173,"Cuales son los derechos de los estudiantes de las instituciones estatales de educación superior?
¿Qué beneficios legales tienen los alumnos en las escuelas públicas de educación superior?
¿Cuáles son los privilegios de los estudiantes en las universidades gubernamentales?",2
174,"Cual es el requisito principal para acceder a la educacion de grado?
¿Cuál es el criterio fundamental para obtener admisión en un programa académico de pregrado?
¿Qué condición previa es necesaria para iniciar estudios universitarios?",-1
175,"Cuales son los objetivos de la Educacion Superior?
¿Cuáles son los fines de la Formación Universitaria?
¿Qué propósitos tiene el Sistema Educativo Superior?",2
176,"Que proporciona la educacion superior?
Qué ofrece la formación académica?
Qué brinda la enseñanza universitaria?",3
177,"Que es responsable de proveer el Estado Nacional?
Quién es el encargado de suministrar los recursos del Gobierno Central?
¿A quién corresponde la responsabilidad de proporcionar los fondos públicos?",3
178,"Que se debe acreditar para ser alumno auxiliar?
¿Qué requisitos hay que cumplir para ser estudiante ayudante?
¿Qué documentos son necesarios para ser asistente universitario?",1
179,"Se contaran dias no habiles en los terminos del Estatuto?
¿Se incluiran días festivos en los plazos establecidos por el Reglamento?
¿Se computarán días inhábiles dentro de los términos previstos por la Normativa?",3
180,"Quienes pueden suspender a los docentes?
Profesores que pueden suspender a los docentes?
Administradores que pueden suspender a los docentes?",3
181,"Que forma parte del fondo Universitario?
¿Qué recursos son parte del patrimonio institucional?
¿Cuáles son los activos que componen el tesoro universitario?",1
182,"Como se lleva a cabo la docencia libre?
Cómo se desarrolla la enseñanza autónoma?
Cómo se implementa el proceso de educación independiente?",1
183,"Quienes podran ejercer la docencia libre?
Profesores que podrán impartir clases sin restricciones
Personal académico autorizado para enseñar en libertad",1
184,"Cuales son las categorías de adscriptos para cátedras, proyectos de extensión y proyectos de investigación?
¿Qué tipos de colaboradores académicos se consideran adscriptos para cátedras, programas de extensión y proyectos investigativos?
¿Cuáles son los perfiles de personal asociado para cátedras, extensiones universitarias y proyectos de investigación?",1
185,"Quien podra publicar el trabajo final de un alumno?
¿Quién podría difundir el trabajo final de un estudiante?
¿Quién podría hacer pública la investigación final de un candidato?",1
186,"Como se evalua el trabajo final?
Cómo se califica la tarea final?
Cómo se juzga el proyecto final?",-1
187,"Que cualidades debe tener la tesis?
Trabajos investigativos que cualidades deben tener?
Investigaciones académicas que características deben cumplir?",-1
188,"Puede realizarse un cambio de director de tesis?
Puede haber una modificación del supervisor de investigación?
Puede efectuarse un reemplazo del tutor principal?",5
189,"En que momento puede realizarse correcciones al contenido del proyecto?
Cuándo se pueden efectuar ajustes en la materia del trabajo?
Cuándo es posible realizar modificaciones en el asunto del proyecto?",-1
190,"En que se basa la evaluacion de la propuesta de tesis?
En que se fundamenta la valoración de la propuesta de investigación?
En que criterios se sustenta la calificación de la propuesta doctoral?",1
191,"En que consiste la aprobacion de la propuesta de tesis?
¿Cuáles son los requisitos para la validación de la propuesta de investigación?
¿Qué procedimiento se sigue para la aprobación del proyecto de tesis?",1
192,"Que sucede cuando el alumno presenta en su tesis tecnologias totalmente nuevas?
¿Qué medidas se toman cuando un estudiante presenta innovaciones tecnológicas completamente novedosas en su investigación doctoral?
¿Cómo se aborda la presentación de avances tecnológicos radicalmente nuevos en una tesis de maestría o doctorado?",7
193,"Como se elige al director de la tesis?
Cómo se selecciona al supervisor de la investigación?
Cómo se designa al coordinador del proyecto académico?",1
194,"Quien propone la codireccion de la tesis?
Quién sugiere al co-director de la investigación?
Quién selecciona al codirector del proyecto de investigación?",-1
195,"Cuales son las normas para la presentacion de la tesis?
¿Cuáles son los requisitos para la entrega del trabajo final de investigación?
¿Qué procedimiento se debe seguir para la presentación y evaluación de la memoria?",2
196,"Cual es el plazo de presentacion de la tesis?
¿Cuál es el límite temporal para la entrega del trabajo final de investigación?
¿En qué fecha y hora debe ser recibido el documento de conclusión?",6
197,"Cual es el plazo de entrega de la tesis antes de la presentacion?
¿Cuál es el límite temporal para la entrega del trabajo final antes de su exposición pública?
¿En qué fecha y hora debe ser entregada la investigación previa a su defensa?",1
198,"Como es la emision de cualquier tipo de voto dentro de la Universidad?
Cómo se lleva a cabo la emisión de votos en el ámbito académico de la Universidad?
Cómo opera el proceso de sufragio dentro del marco institucional de la Universidad?",5
199,"Que sucede si hay empate en las elecciones de responsables de carrera?
¿Qué procedimiento se sigue en caso de igualdad en las votaciones para los representantes de programa académico?
¿Cómo se resuelve la situación cuando hay un empate en el conteo de votos para los cargos de coordinadores de departamento?",1
200,"Quien responde ante un aspecto no previsto en el reglamento?
Quién es responsable de abordar una situación inesperada dentro del marco normativo universitario?
Quién asume la responsabilidad de atender a un caso no contemplado en las disposiciones establecidas por la institución académica?",2
201,"De que consejos tiene apoyo  el consejo federal de cultura y educación?
De qué organismos tiene respaldo el comité académico de la facultad?
De qué asesorías cuenta con el directorio estudiantil?",2
202,"Quienes integran la comunidad educativa?
Miembros del personal académico y administrativo, estudiantes y otros involucrados en el proceso educativo.
Estudiantes, profesores y personal universitario que participan activamente en actividades académicas.",1
203,"A que se obligan el estado nacional, las provincias y la municipalidad de Buenos Aires?
A qué leyes y regulaciones están sujetas el gobierno federal, los gobiernos locales y la administración del distrito de Buenos Aires?
A qué normativa y procedimientos están obligadas la nación argentina, las jurisdicciones provinciales y la autoridad municipal de la ciudad autónoma de Buenos Aires?",3
204,"A que tienen derechos los docentes de las instituciones de gestión privada?
¿A qué profesores de las escuelas con administración privada les corresponden sus derechos?
¿Qué prerrogativas tienen los maestros en las universidades con manejo privado?",1
205,"Que promueven las autoridades educativas oficiales?
¿Qué objetivos impulsan las autoridades académicas oficialmente?
¿Qué principios fomentan las autoridades universitarias legítimas?",8
206,"Bajo que responsabilidad está la educación de posgrado?
Bajo qué obligación se encuentra la formación doctoral?
Bajo qué deber académico se encuentra la capacitación avanzada.",1
207,"Que tiene como objetivos la formación docente?
Qué programas tienen como objetivo desarrollar habilidades pedagógicas?
Qué iniciativas están diseñadas para mejorar la capacitación en enseñanza.",2
208,"Cuales son los objetivos del ciclo polimodal?
¿Cuáles son los fines del plan de estudios modalidad mixta?
¿Qué propósitos tiene el programa académico en formato híbrido?",3
209,"Que tiene como objetivos la educación inicial básica?
Qué propone como metas la formación primaria?
Qué establece como fines la enseñanza elemental.",1
210,"Como ha de ser el sistema educativo?
Cómo debe funcionar la estructura académica?
Cómo deberá organizarse el proceso formativo?",-1
211,"Que debe asegurar el sistema educativo a todos los habitantes del país?
Qué garantías debe brindar la institución educativa a toda la población nacional?
Qué beneficios deben proporcionar los programas académicos a todas las personas residentes en el país.",1
212,"Qué derechos deberá respetar el estado nacional?
Qué garantías deberá cumplir el gobierno central?
Qué principios fundamentales deberá observar la administración pública?",-1
213,"De quien son responsabilidad las acciones educativas?
De quién es la responsabilidad la impartición de conocimiento y habilidades académicas?
De quién es la responsabilidad el desarrollo curricular y pedagógico?",3
214,"Qué responsabilidad tiene el estado nacional?
Qué obligación asume la administración pública?
Qué función cumple el gobierno central?",1
215,"Que funciones tiene el consejo de carreras?
Qué cometidos tiene la junta académica?
Qué responsabilidades tiene el comité de estudios?",-1
216,"Qué pasa en caso de empate?
¿Qué medidas se toman en caso de igualdad de resultados?
¿Cómo se resuelve la situación cuando hay un empate?",1
217,"Cuando se realiza el escrutinio?
¿En qué momento tiene lugar la revisión?
¿Cuándo se lleva a cabo la auditoría?",1
218,"Qué debe hacerse para ser oficializada una postulación?
¿Qué trámites se deben cumplir para que una solicitud sea aprobada?
¿Cómo se procede para la aprobación de un ingreso?",-1
219,"Como es la emisión de voto?
Cómo se realiza el proceso de votación?
Cómo se lleva a cabo la elección?",3
220,"Como se constituye la junta electoral?
Cómo se forma la comisión electoral?
Cómo se organiza el consejo electoral?",3
221,"Como es la elección de responsables?
Cómo se seleccionan los encargados?
Cómo se designan los representantes?",5
222,"Cuales son las funciones del responsable?
¿Cuáles son los deberes y responsabilidades del encargado?
¿Qué tareas realiza el coordinador?",-1
223,"Como es la actividad del responsable suplente?
Cómo se desempeña el encargado suplente?
Cómo actúa el sustituto titular?",1
224,"Cuanto tiempo duran los responsables en sus funciones?
¿Hasta qué momento permanecen en sus cargos los titulares de dichas posiciones?
¿Qué plazo tiene un titular para desempeñar su función?",3
225,"Que se requiere para ser electo como responsable ?
¿Qué condiciones son necesarias para ser elegido como titular del cargo?
¿Cuáles son los requisitos mínimos para ser seleccionado como encargado?",-1
226,"Cuantos responsables hay por cada carrera?
¿Cuántos encargados hay por cada programa académico?
¿Qué cantidad de coordinadores tiene cada departamento?",6
227,"Con cuanta antelación se presenta la tesis?
Con cuanta anticipación se entrega el trabajo final?
Con cuanta previa notificación se somete a evaluación el proyecto académico?",-1
228,"Qué normas se deben tener en cuenta para la presentación de tesis?
Qué requisitos legales y administrativos son aplicables a la entrega de trabajos académicos?
Qué procedimientos universitarios deben seguirse al presentar investigaciones doctorales?",-1
229,"Que funciones tiene la secretaría académica?
¿Cuáles son las responsabilidades de la oficina administrativa académica?
¿Qué tareas realiza el departamento de asuntos académicos?",5
230,"Quienes pueden fungir como asesores de tesis?
Quienes pueden desempeñar el papel de directores de investigación?
Quienes pueden actuar como guías académicos?",2
231,"Qué tiene como responsabilidad el director de tesis?
¿Cuáles son las funciones del supervisor de investigación en la facultad?
¿A quién corresponde la supervisión de un estudiante de posgrado según el reglamento universitario?",4
232,"Cuales son las funciones del director de tesis?
¿Cuáles son los deberes y responsabilidades del supervisor de investigación?
¿Qué tareas realiza el responsable de la dirección de tesis?",4
233,"Que pasa cuando el alumno decide cambiar de tema?
¿Qué sucede cuando el estudiante decide cambiar de asignatura?
¿Qué procedimiento se sigue cuando un alumno desea cambiar de curso?",1
234,"Qué produce un estudiante que elabora una tesis en la universidad Autónoma de Entre Ríos?
Qué consecuencias tiene para un alumno realizar un trabajo de investigación en la Universidad Nacional del Litoral?
Qué efecto tiene sobre un graduado que presenta un proyecto de investigación en la Universidad de Buenos Aires?",5
235,"Qué se observa para la aprobación de la propuesta de tesis?
Qué se verifica para la validación del plan de investigación?
Qué se analiza para la aprobación del proyecto académico?",1
236,"Quien establece el número máximo de integrantes para la presentación de la tesis?
¿Quién determina el límite máximo de miembros para la presentación de la investigación doctoral?
¿Qué autoridad fija el número máximo de participantes para la defensa de la tesis?",1
237,"Cuales son los tipos principales de tesis?
Cuáles son los géneros fundamentales de investigación académica?
Cuáles son los temas centrales de la producción intelectual?",9
238,"Que tiene por finalidad la tesis?
¿Cuál es el propósito principal del trabajo de investigación?
¿A qué objetivo se orienta la elaboración de un proyecto académico?",2
239,"Con quien se acuerda el plazo de entrega del trabajo final?
Con qué persona se establece la fecha límite para la presentación del proyecto final?
Con quién se coordina la fecha de entrega del documento final.",7
240,"Quien resuelve la incorporación de adscriptos a una cátedra o proyecto?
Quién es responsable de la admisión de colaboradores a un curso o investigación?
Quién se encarga de la integración de becarios en un programa académico o proyecto de investigación?",3
241,"Qué constituye la condición de adscripto?
¿Cuáles son los requisitos para ser considerado un estudiante asociado?
¿Qué define a un alumno matriculado en condición de adscripción?",2
242,"Que puede hacer el consejo directivo?
Qué acciones pueden realizar los miembros del comité ejecutivo?
Qué decisiones pueden tomar la junta administrativa?",9
243,"Que tienen a cargo el rector, decano y los directores?
¿Qué responsabilidades tienen el presidente, el jefe del departamento y los coordinadores?
¿Qué tareas están asignadas al director, el vicerrector y los gerentes?",-1
244,"Que se entiende por bienes de la universidad?
¿Qué se consideran activos institucionales dentro del ámbito académico y administrativo de la universidad?
¿Qué se incluye en el concepto de patrimonio universitario?",1
245,"Que es lo que fomenta la universidad
¿Qué valores promueve la institución académica?
¿Cuáles son los principios que impulsan el desarrollo de la comunidad universitaria?",4
246,"Que tiene como funciones el consejo de investigadores?
¿Cuáles son las responsabilidades del comité de investigación en la institución académica?
¿Qué objetivos y tareas cumplen los miembros del consejo de investigación?",2
247,"Que condiciones de realización de docencia reconoce la universidad?
Qué requisitos para impartir clases admite la institución académica?
Qué normas de enseñanza y capacitación son aceptadas por la facultad?",2
248,"Quien puede ser alumno vocacional?
¿Quién es un estudiante vocacional?
¿Qué tipo de estudiante puede cursar programas vocacionales?",2
249,"Cual es el objetivo de instituir becas?
¿Cuál es la finalidad de otorgar subvenciones académicas?
¿A qué se refiere con la concesión de ayudas económicas?",7
250,"Que tienen por funciones los profesores titulares y asociados?
¿Qué responsabilidades desempeñan los docentes con título y cargo en la institución académica?
¿Cuáles son las tareas asignadas a los catedráticos y profesores adjuntos dentro del marco universitario?",8
251,"Cual es la definicion del monto de inversion publica en educacion? 
¿Cuál es la definición del aporte presupuestal destinado a la educación?
¿Qué significa el concepto de inversión pública en educación financiera?",1
252,"A que se dedica El Consejo Federal de Cultura y Educación?
¿A qué órgano gubernamental corresponde la responsabilidad de El Consejo Federal de Cultura y Educación?
¿Cuál es el propósito principal del organismo denominado El Consejo Federal de Cultura y Educación?",4
253,"Que debera realizar el Porder Ejecutivo Nacional?
Qué acciones debe llevar a cabo el Gobierno Central?
Qué responsabilidades tiene la Administración Superior?",9
254,"De que se deben encargar los padres o tutores de los alumnos/as?
¿Qué responsabilidades tienen los progenitores o custodios de los estudiantes en la institución universitaria?

¿Qué obligaciones asumen los padres o representantes legales de los estudiantes en el contexto académico y administrativo de la facultad?",1
255,"Que proposito tiene la universidad?
¿Cuál es el objetivo principal de la institución académica?
¿A qué fin se orienta la actividad educativa y administrativa de la universidad?",-1
256,"Que fin tiene la Educacion Inicial?
¿Cuál es el propósito de la Educación Inicial en nuestra institución universitaria?
¿A qué objetivo se orienta la Educación Inicial dentro del marco académico de nuestra facultad?",-1
257,"Que nos asegura el sistema educativo a todos los habitantes del pais?
¿Qué garantiza la institución educativa a toda la población nacional?
¿Qué proporciona el sistema académico a todas las personas residentes en el país?",1
258,"Como se conforma la estructura del sistema educativo?
Cómo está organizada la estructura del plan de estudios?
Cómo funciona el esquema académico de la institución.",-1
259,"Quien controla el cumplimiento de la política educativa?
¿Quién garantiza el cumplimiento de la normativa académica?
¿Qué entidad supervisa el cumplimiento de los procedimientos universitarios?",-1
260,"Como se elige a los docentes integrantes del consejo de carreras?
Cómo se seleccionan los profesores miembros del consejo académico?
Cómo se designa a los educadores integrantes del comité de carrera?",3
261,"De que manera se oficializa una postulacion?
Cómo se registra formalmente una solicitud de admisión?
Cómo se da curso a un proceso de inscripción?",-1
262,"Quienes seran electores?
¿Quiénes tendrán derecho a emitir su voto en la elección?
¿Quién podrá participar como votante?",-1
263,"Como se elige el Responsable de carrera?
Cómo se selecciona el Coordinador académico de la carrera?
Cómo se designa al Director de carrera?",-1
264,"Cuales son los requisitos para ser electo Responsable de Carrera?
¿Qué condiciones deben cumplirse para ser elegido como Director de Carrera?
¿Cuáles son los criterios necesarios para ser seleccionado como Coordinador Académico?",3
265,"Quien administra el proceso de la tesis?
¿Quién es responsable del manejo del proceso de la tesis?
¿A quién corresponde la supervisión del procedimiento de la tesis?",-1
266,"Que funcion cumplen los asesores de tesis?
¿Qué papel desempeñan los directores de investigación en el proceso de elaboración de la tesis?
¿A qué responsabilidades se enfrentan los tutores académicos en relación con las tesis presentadas?",6
267,"Como se realizan avances y modificaciones en el proyecto original de investigacion y tesis?
Cómo se llevan a cabo ajustes y cambios en el plan inicial de investigación y disertación?
Cómo se efectúan mejoras y alteraciones en el diseño original de investigación y tesis doctoral?",-1
268,"Puede el alumno cambiar el tema de su tesis?
Puede el estudiante modificar la temática de su investigación doctoral?
Puede el candidato alterar el objeto de estudio de su disertación?",1
269,"Que tipo de tesis pueden desarrollar los alumnos?
Qué tipo de trabajos de investigación pueden realizar los estudiantes?
Qué tipo de proyectos académicos pueden llevar a cabo los alumnos?",-1
270,"Cual es el objetivo de la tesis?
¿Cuál es el propósito de la investigación doctoral?
¿A qué se refiere la finalidad del trabajo de investigación?",1
271,"Que sanciones pueden sufrir los Estudiantes de la Universidad por causas de inconducta? 
¿Qué medidas disciplinarias pueden aplicarse a los Alumnos de la Institución por motivos de mala conducta?
¿Qué consecuencias pueden enfrentar los Estudiantes de la Facultad por razones de indisciplina?",1
272,"Que cargos tienen incompatibilidades en su ejercicio?
¿Qué funciones dentro de la institución universitaria están sujetas a restricciones en su desempeño?
¿Cuáles son los puestos académicos o administrativos que presentan incongruencias en su ejecución?",1
273,"Quien nombra y remueve al personal de la Facultas?
Quién designa y reemplaza al personal de la institución académica?
Quién selecciona y retira al personal de la universidad?",-1
274,"Para que se permite utilizar el fondo Universitario?
Para qué propósito se autoriza la utilización del patrimonio institucional?
Para qué fines se permite acceder al tesoro universitario?",1
275,"Para que no se permite utilizar el fondo Universitario?
¿En qué circunstancias no está permitido acceder al patrimonio Institucional?
¿Cuándo no es válido utilizar los recursos de la Universidad?",3
276,"Como se constituyen los bienes de la facultad?
¿Cómo se forman los activos de la institución académica?
¿Qué es el procedimiento para la creación de los recursos materiales de la universidad?",-1
277,"Como se debe orientar la enseñanza?
Cómo se debe guiar la instrucción?
Cómo se deben impartir los conocimientos?",3
278,"A que esta habilitado un alumno vocacional?
A qué está autorizado un estudiante de carrera?
A qué tiene acceso un joven universitario?",2
279,"Aque se debe la entrega becas la Universidad?
¿Qué condiciones deben cumplirse para que los estudiantes reciban subvenciones de la institución académica?
¿Cuáles son los requisitos para que los alumnos perciban ayudas económicas por parte de la universidad?",4
280,"Que elige el Cuerpo de Estudiantes?
Qué decide la Asamblea de Alumnos?
Qué determina el Consejo Estudiantil?",8
281,"Cuales son los requisitos para ser Consejero Estudiante?
¿Qué condiciones debe cumplir un estudiante para ser elegido como Representante del Alumnado?
¿Cuáles son los criterios de selección para un estudiante que aspira a ocupar el cargo de Asesor Académico?",7
282,"Quien esta a cargo de propender los fines del Estatuto?
¿Quién es responsable de promover y defender los objetivos del Estatuto?
¿A quién corresponde impulsar y proteger los propósitos del Estatuto?",5
283,"Que funciones tendran los profesores titulares y asociados?
¿Qué responsabilidades asumirán los docentes con rango y categoría académica en la institución universitaria?
¿Cuáles serán las tareas asignadas a los catedráticos y profesores adjuntos dentro del marco de la facultad?",4
284,"Quien puede gozar de un año de licencia para realizar actividades academicas?
¿A quién se otorga permiso para disfrutar de un período de descanso académico durante doce meses?
¿Qué individuos pueden aprovechar un año sabático para dedicarse a estudios o investigaciones?",6
285,"Como se garantiza la actualizacion y perfeccionamiento del cuerpo docente?
Cómo se asegura la actualización y mejora continua del profesorado?
Cómo se garantiza el desarrollo profesional y capacitación permanente de los académicos?",1
286,"Como se elige el Decano y Vicedecano?
Cómo se selecciona al Director Académico y Subdirector Académico?
Cómo se designan los Directores Departamentales?",-1
287,"Como se procede en caso que ningún candidato alcanzare tal mayoría absoluta de votos?
¿Cómo se maneja la situación si no hay un ganador con una mayoría absoluta de votaciones?
¿Qué medidas se toman cuando ninguno de los candidatos logra obtener la mayoría requerida de votos?",1
288,"Cuales son obligaciones de la facultad?
¿Cuáles son los deberes de la institución académica?
¿Qué responsabilidades tiene el cuerpo docente?",-1
289,"Cuales son las diferentes modalidades del sistema educativo?
¿Qué tipos de programas académicos ofrece la institución?
¿Cuáles son los diversos formatos de enseñanza y aprendizaje disponibles?",5
290,"Como se debe proceder para la creación de nuevas carreras o cambios en las ya existentes?
Cómo se deben implementar nuevos programas académicos o modificaciones a los actuales?
Cómo se deben tramitar solicitudes para la introducción de nuevas especializaciones o ajustes en las existentes?",-1
291,"Cuales son los niveles del Sistema Educativo Provincial?
¿Cuáles son las categorías del Sistema Educativo Provincial?
¿Qué escalas componen el Sistema Educativo Provincial?",1
292,"Que carateristicas tiene el Sistema Educativo Provincial?
¿Cuáles son las características del Plan Educativo Departamental?
¿Qué especificaciones tiene el Modelo Educativo Regional?",1
293,"Mediante que propuestas el Estado Provincial asegura la obligatoriedad?
A través de qué resoluciones el Estado Provincial garantiza la obliguedad?
A través de cuáles declaraciones el Estado Provincial establece la obligación?",1
294,"Que abarca la obligatoriedad escolar?
¿Qué comprende la exigencia académica?
¿A qué se refiere la carga curricular?",1
295,"Como se finanza el sistema educativo?
Cómo se cubre el presupuesto del plan de estudios?
Cómo se asigna la inversión para la estructura académica.",-1
296,"Cual es la responsabilidad principal del Estado Provincial?
¿Cuál es la función primordial del Gobierno Provincial en relación con la institución universitaria?
¿Qué papel tiene el Poder Ejecutivo Provincial en la gestión y administración de la facultad?",-1
297,"Que sucede cuando una carrera no obtiene su acreditacion necesaria?
¿Qué consecuencias tiene para la institución que una carrera pierda su reconocimiento oficial?
¿Cómo afecta el prestigio de la universidad si una de sus programas académicos no cumple con los requisitos de evaluación?",1
298,"Quienes seran los organos de coordinacion y consulta del Sistema Universitario?
¿Qué instancias son responsables de la coordinación y consulta dentro del marco académico universitario?
¿Cuáles son las estructuras de apoyo y asesoramiento que intervienen en el funcionamiento del sistema universitario?",-1
299,"Que atribuciones tiene la autonomia academica e institucional?
¿Cuáles son los alcances de la independencia académica y administrativa?
¿Qué facultades tiene el gobierno universitario en materia de toma de decisiones?",-1
300,"Cuales son los deberes de los docentes de las instituciones estatales de educación superior?
¿Cuáles son las responsabilidades de los profesores en las universidades públicas?
¿Qué obligaciones tienen los académicos en las escuelas superiores estatales?",1
